run_id,scope,entity,selection_role,row_count,selection_rule,normalization_source,prefix_rows,train_split_end,train_valid_split_end,load_mean_prefix,burst_cv_prefix,peak_to_mean_prefix,request_cores_source,request_cores_used,request_fallback_used
full_ua_mstcn_broad_20260428,service_broad,app_6791,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,399.472412109375,0.27671360969543457,1.7281793355941772,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_6911,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,516.6947021484375,0.4766208231449127,2.479220390319824,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7048,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,668.1520385742188,0.5476581454277039,2.3492558002471924,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7073,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,73.09996795654297,0.3579863905906677,4.580576419830322,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7227,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,93.25579833984375,0.7981171607971191,11.878939628601074,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7264,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,175.70736694335938,0.4960566461086273,3.158433437347412,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_732,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,735.86669921875,0.40208926796913147,1.6136075258255005,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7414,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,387.3150634765625,0.2932116389274597,1.6010737419128418,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7419,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,601.0552368164062,0.4370177090167999,1.9500370025634766,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7475,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,380.4047546386719,0.2239726185798645,2.9923391342163086,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7505,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,79.1219711303711,0.30453920364379883,2.847755193710327,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7766,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,139.8724365234375,0.32026514410972595,4.334377765655518,median_container_request_cores,4.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7791,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,235.49176025390625,0.37281668186187744,1.716917872428894,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7876,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,497.2161560058594,0.48911556601524353,5.826815605163574,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7890,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,62.90224838256836,0.28847941756248474,5.769587516784668,median_container_request_cores,8.0,False
full_ua_mstcn_broad_20260428,service_broad,app_7908,broad_service,11520,all 139 broad services; descriptors use train+validation prefix only,train prefix only,9792,8063,9792,1721.9583740234375,0.42009398341178894,2.4579379558563232,median_container_request_cores,4.0,False
