actual_required_capacity,reactive_capacity,lagged_capacity,predictive_capacity,forecast_p50,forecast_p90
0.31257039134787956,0.6166105453909663,0.354362970107713,0.396702955200896,0.3778123382865676,0.48361366951999524
0.32060779589500704,0.6166105453909663,0.31257039134787956,0.4704744172633355,0.365867563507786,0.4704744172633355
0.26770098538781567,0.5166105453909663,0.32060779589500704,0.4704744172633355,0.3253976189092719,0.44533087547559075
0.29062290315820694,0.5166105453909663,0.26770098538781567,0.4796013591155723,0.36833044769493906,0.4796013591155723
0.31374788209765336,0.5166105453909663,0.29062290315820694,0.4796013591155723,0.36359993252970885,0.46853900955753314
0.31354405196281393,0.5166105453909663,0.31374788209765336,0.4796013591155723,0.34466718427853543,0.45269421170397406
0.2535384361997821,0.5166105453909663,0.31354405196281393,0.4796013591155723,0.34377034020858827,0.4550081955132942
0.2503112493360473,0.5166105453909663,0.2535384361997821,0.4796013591155723,0.31979437712816805,0.4296690113438914
0.29785211903690045,0.5166105453909663,0.2503112493360473,0.4796013591155723,0.3224373580050497,0.4342790234545023
0.3026902874991669,0.5166105453909663,0.29785211903690045,0.4796013591155723,0.3260485696379676,0.43569968429962874
0.28891739740012984,0.5166105453909663,0.3026902874991669,0.4796013591155723,0.31884385329885684,0.43013972014255014
0.2513325453424774,0.5166105453909663,0.28891739740012984,0.37960135911557225,0.3121181013160569,0.4212647538644387
0.2690328769141395,0.5166105453909663,0.2513325453424774,0.451723037727102,0.326097370699742,0.451723037727102
0.2691519596365409,0.5166105453909663,0.2690328769141395,0.45339134543971565,0.3111900804705493,0.45339134543971565
0.27781655475230693,0.5166105453909663,0.2691519596365409,0.45339134543971565,0.3063779162621337,0.41890718928332005
0.2912029820121623,0.5166105453909663,0.27781655475230693,0.45339134543971565,0.295370200862678,0.39446142697392145
0.27093414796176485,0.5166105453909663,0.2912029820121623,0.45339134543971565,0.2851575027323276,0.38169335041033126
0.2425637899094878,0.5166105453909663,0.27093414796176485,0.45339134543971565,0.2845139042870147,0.380985392120487
0.2956537365412155,0.5166105453909663,0.2425637899094878,0.45339134543971565,0.2831604096350477,0.3813593127304581
0.384676781814686,0.5166105453909663,0.2956537365412155,0.45339134543971565,0.28641404127192804,0.38618486149549885
0.43663492067494236,0.6166105453909663,0.384676781814686,0.45339134543971565,0.28628022224208816,0.38534440871445075
0.4363322352612292,0.6166105453909663,0.43663492067494236,0.45339134543971565,0.2832860548797747,0.3796347577725231
0.3883143257035692,0.6166105453909663,0.4363322352612292,0.3533913454397156,0.2784966800397289,0.37436644544847264
0.37926808275827256,0.6166105453909663,0.3883143257035692,0.3806055059021064,0.2841685531793959,0.3806055059021064
0.41190102190746036,0.6166105453909663,0.37926808275827256,0.4701205252690169,0.35058806129029,0.4701205252690169
0.4313018104482398,0.6166105453909663,0.41190102190746036,0.4830222305534951,0.3772746664988401,0.4830222305534951
0.43736786311913467,0.6166105453909663,0.4313018104482398,0.4830222305534951,0.35923648061928287,0.47130864817858054
0.41799391965797783,0.6166105453909663,0.43736786311913467,0.4830222305534951,0.3457965587465275,0.4657930360217588
0.4119419556260136,0.6166105453909663,0.41799391965797783,0.49351045813503847,0.35120536066496605,0.49351045813503847
0.3883729118090965,0.6166105453909663,0.4119419556260136,0.5290884946819604,0.38266829863565127,0.5290884946819604
0.3786349292994212,0.6166105453909663,0.3883729118090965,0.5436064698445414,0.3962387713571796,0.5436064698445414
0.3815916091028547,0.6166105453909663,0.3786349292994212,0.5436064698445414,0.4018090241003916,0.5305602617491502
0.39395966941659555,0.6166105453909663,0.3815916091028547,0.5436064698445414,0.40375619944455016,0.5328645945153294
0.39789194498177644,0.6166105453909663,0.39395966941659555,0.5436064698445414,0.41193197997575437,0.5350093876355536
0.3878401024648557,0.6166105453909663,0.39789194498177644,0.5436064698445414,0.39881377056588896,0.532041406390017
0.3861608516935461,0.6166105453909663,0.3878401024648557,0.5436064698445414,0.3906030846274774,0.5219102561969827
